original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
"I absolutely [[hated]] this movie! I was 9 when I saw it. It is the only movie I have ever walked out of in the theater. My mom, dad, and I all looked at each other during the movie and knew we were [[wasting]] our time. This movie [[stole]] approximately 45 minutes of my life. Everything about it was [[ridiculous]]. The entire [[premise]] was too warped. Being 9, I was always easily entertained. This movie proved that I couldn't subject myself to anything and still be entertained.","I absolutely [[haEted]] this movie! I was 9 when I saw it. It is the only movie I have ever walked out of in the theater. My mom, dad, and I all looked at each other during the movie and knew we were [[Fasting]] our time. This movie [[tole]] approximately 45 minutes of my life. Everything about it was [[idiculous]]. The entire [[prmeise]] was too warped. Being 9, I was always easily entertained. This movie proved that I couldn't subject myself to anything and still be entertained.",0.002485036849975586,0.6935400366783142,0,1,0,79,Successful
"This film did not excite me. While on vacation in Turkey I noticed that it was playing at the local cinema and decided to take the chance to go see it. The action sequences in the film are well choreographed, [[however]], the story drags during the middle of the film.<br /><br />One thing that I did not quite follow is how Borte was able to get the money to bribe the guards.<br /><br />The other thing that I did not particularly like was the missing segment of Khan's life. It did not go into detail as to how the bad guys were able to find him and re-imprison him after he had gone missing for so long. <br /><br />Overall, I rate this movie a (4) because I enjoyed the action sequences, but they were too few to justify a higher rating as the dialog left me [[less]] than impressed...","This film did not excite me. While on vacation in Turkey I noticed that it was playing at the local cinema and decided to take the chance to go see it. The action sequences in the film are well choreographed, [[hoUwever]], the story drags during the middle of the film.<br /><br />One thing that I did not quite follow is how Borte was able to get the money to bribe the guards.<br /><br />The other thing that I did not particularly like was the missing segment of Khan's life. It did not go into detail as to how the bad guys were able to find him and re-imprison him after he had gone missing for so long. <br /><br />Overall, I rate this movie a (4) because I enjoyed the action sequences, but they were too few to justify a higher rating as the dialog left me [[Fess]] than impressed...",0.14564275741577148,0.8780943155288696,0,1,0,89,Successful
"One of the [[worse]] surfing movies I've ever seen. This movie is so [[bad]] I don't know where to begin-- Okay, let's start with the premise - some dude from the mainland who barely knows how to surf travels to Hawaii and enters a big wave contest which he more or less expects to win. A good analogy for those who don't surf would be a that of a grossly overweight chain smoker slapping on a pairs of running shoes and entering the LA Marathon with expectations of winning. No [[way]]! And, the contest is held on The North Shore which conjures up images of 15+ foot waves, but contest day the waves are maybe 6 foot. The acting? What acting? [[If]] you must see this [[woof]] see it on TV, don't waste your money renting it. [[If]] you want to see a pretty good [[surfing]] movie - [[granted]] it is flawed, but that's another story - rent Big Wednesday.","One of the [[wozse]] surfing movies I've ever seen. This movie is so [[bda]] I don't know where to begin-- Okay, let's start with the premise - some dude from the mainland who barely knows how to surf travels to Hawaii and enters a big wave contest which he more or less expects to win. A good analogy for those who don't surf would be a that of a grossly overweight chain smoker slapping on a pairs of running shoes and entering the LA Marathon with expectations of winning. No [[fay]]! And, the contest is held on The North Shore which conjures up images of 15+ foot waves, but contest day the waves are maybe 6 foot. The acting? What acting? [[bIf]] you must see this [[wooU]] see it on TV, don't waste your money renting it. [[f]] you want to see a pretty good [[surifng]] movie - [[grante]] it is flawed, but that's another story - rent Big Wednesday.",0.0029698610305786133,0.7148541212081909,0,1,0,141,Successful
"When this series aired I watched most of it. I think it was supposed to be a long running series in the vein of ""The Fugitive"" and ""The Incredible Hulk"" where the protagonist is being chased around the country looking for a solution to his problems. In this case the hero's problem is his progressive aging in reverse. I liked what I saw of these shows. The acting was good especially the sorrowful relationship between the lead character and his wife. Problem is: They cancelled it before it had a chance to end. (either that or I missed the last episodes).<br /><br />They never got a chance to wrap up the story either, knowing it had been cancelled. Poof it was just gone. However, like I said before I might have missed the last episodes. But my proof to the contrary is this: I rented the tape. Where I left off in the series. The lead character's wife dies in a fire started by a chase involving King's famous organization the Shop. While getting away hero is kidnapped. It ends with his friends realizing they have to go save him from the Shop. The end. Last episode. On the video: His wife does not die but escapes the fire with him. Right when he should get nabbed by the Shop, he and his wife share a weird moment then phase out of existence. Abrupt, silly and [[cheap]] to the extreme. They just wanted to put this video out and decided to tag on an ending not caring how bad it was. They might as well of just shown some stock footage of the first atomic bomb detonations. Almost Pythonesque.<br /><br />The show did have a cool opening title sequence set to the David Bowie song of the same name","When this series aired I watched most of it. I think it was supposed to be a long running series in the vein of ""The Fugitive"" and ""The Incredible Hulk"" where the protagonist is being chased around the country looking for a solution to his problems. In this case the hero's problem is his progressive aging in reverse. I liked what I saw of these shows. The acting was good especially the sorrowful relationship between the lead character and his wife. Problem is: They cancelled it before it had a chance to end. (either that or I missed the last episodes).<br /><br />They never got a chance to wrap up the story either, knowing it had been cancelled. Poof it was just gone. However, like I said before I might have missed the last episodes. But my proof to the contrary is this: I rented the tape. Where I left off in the series. The lead character's wife dies in a fire started by a chase involving King's famous organization the Shop. While getting away hero is kidnapped. It ends with his friends realizing they have to go save him from the Shop. The end. Last episode. On the video: His wife does not die but escapes the fire with him. Right when he should get nabbed by the Shop, he and his wife share a weird moment then phase out of existence. Abrupt, silly and [[cheBap]] to the extreme. They just wanted to put this video out and decided to tag on an ending not caring how bad it was. They might as well of just shown some stock footage of the first atomic bomb detonations. Almost Pythonesque.<br /><br />The show did have a cool opening title sequence set to the David Bowie song of the same name",0.10270106792449951,0.656700611114502,0,1,0,176,Successful
"Well, the first thing I saw after looking at the DVD box was ""Best Screenplay"" and thought this would be a good rental. WOW, was I mistaken! I'm sure at one time there was a good movie in here, but after the incredibly poor acting and ""video game"" production values, this ends up looking like Tron's retarded half-brother. The [[first]] scene sets up the overall atmosphere of the entire movie. Five minutes into it, you'll be asking yourself, ""What the Hell am i watching?"", and it will just [[snowball]] from there. [[An]] [[awful]] soundtrack that makes every song sound like Rob Zombie's ""Dragula"" rounds out this [[miserable]] [[piece]] of [[crap]] into a [[laughably]] [[bad]] [[movie]]. On a side note, #3 most romantic quote in a movie - ""I think you're the final destination.""","Well, the first thing I saw after looking at the DVD box was ""Best Screenplay"" and thought this would be a good rental. WOW, was I mistaken! I'm sure at one time there was a good movie in here, but after the incredibly poor acting and ""video game"" production values, this ends up looking like Tron's retarded half-brother. The [[firMt]] scene sets up the overall atmosphere of the entire movie. Five minutes into it, you'll be asking yourself, ""What the Hell am i watching?"", and it will just [[nowball]] from there. [[PAn]] [[awul]] soundtrack that makes every song sound like Rob Zombie's ""Dragula"" rounds out this [[iserable]] [[piecTe]] of [[carp]] into a [[laughaby]] [[baT]] [[movXie]]. On a side note, #3 most romantic quote in a movie - ""I think you're the final destination.""",0.0028075575828552246,0.6938143968582153,0,1,0,145,Successful
"[[If]] this was the best dutch cinema had to offer these years, my worst fears have come true. I have NEVER, even in dutch movies, seen [[worse]] acting. I couldn't get myself to watch it for more than 40 minutes, so if that's the cause of me missing the genius, so be it.<br /><br />","[[In]] this was the best dutch cinema had to offer these years, my worst fears have come true. I have NEVER, even in dutch movies, seen [[wrose]] acting. I couldn't get myself to watch it for more than 40 minutes, so if that's the cause of me missing the genius, so be it.<br /><br />",0.09159731864929199,0.675591230392456,0,1,0,38,Successful
"I'm a [[fan]] of this generally excellent though [[sometimes]] rather dull [[show]] but Season 3 has taken some terrible plot directions. The episode HERO is an example of what I mean.<br /><br />The story as it eventually unravels is that the Cylons deliberately allow Bulldog - a pilot captured several years earlier during a black ops mission - to escape, steal a Cylon ship and get back to Galactica. The plan is that when Bulldog gets back he will figure out that Adama left him to his fate and be so enraged that he will kill Adama, which he very nearly does.<br /><br />Now the problem is this - the Cylons set it up so that Bulldog thinks he has escaped by himself. This means that Bulldog gets off the Cylon ship with no assistance. So he kills a Cylon and walks out of his holding cell - that much we see. Then, we must suppose that he walks to the flight hangar, manages to get into a Cylon fighter ship and learn how to operate it, takes off and flies back to Galactica. Just like that.<br /><br />Now Starbuck managed to get one of them working in Season One, which was [[barely]] [[believable]] in itself, but she only had to fly it visually out of orbit before making contact with Galactica. Bulldog has to programme his ship so that it makes several jumps through hyperspace and manages to catch up with Galactica somewhere thousands of light years away, in an unknown direction. How does he manage to programme a ship that contains completely alien technology? Cylons connect to their computers by touch, there are no visual consoles or keyboards. And having managed that miraculous feat, how does he then know where Galactica is, bearing in mind that Galactica took off some 3 years before and is trying ever since to evade the Cylons - it does not leave beacons behind? [[Even]] allowing for the suspension of disbelief that must apply to any sci-fi show, this episode still [[absolutely]] no [[sense]] [[whatsoever]].","I'm a [[fhn]] of this generally excellent though [[sbmetimes]] rather dull [[szhow]] but Season 3 has taken some terrible plot directions. The episode HERO is an example of what I mean.<br /><br />The story as it eventually unravels is that the Cylons deliberately allow Bulldog - a pilot captured several years earlier during a black ops mission - to escape, steal a Cylon ship and get back to Galactica. The plan is that when Bulldog gets back he will figure out that Adama left him to his fate and be so enraged that he will kill Adama, which he very nearly does.<br /><br />Now the problem is this - the Cylons set it up so that Bulldog thinks he has escaped by himself. This means that Bulldog gets off the Cylon ship with no assistance. So he kills a Cylon and walks out of his holding cell - that much we see. Then, we must suppose that he walks to the flight hangar, manages to get into a Cylon fighter ship and learn how to operate it, takes off and flies back to Galactica. Just like that.<br /><br />Now Starbuck managed to get one of them working in Season One, which was [[abrely]] [[beievable]] in itself, but she only had to fly it visually out of orbit before making contact with Galactica. Bulldog has to programme his ship so that it makes several jumps through hyperspace and manages to catch up with Galactica somewhere thousands of light years away, in an unknown direction. How does he manage to programme a ship that contains completely alien technology? Cylons connect to their computers by touch, there are no visual consoles or keyboards. And having managed that miraculous feat, how does he then know where Galactica is, bearing in mind that Galactica took off some 3 years before and is trying ever since to evade the Cylons - it does not leave beacons behind? [[wven]] allowing for the suspension of disbelief that must apply to any sci-fi show, this episode still [[absolutewy]] no [[senOse]] [[whNtsoever]].",0.004730641841888428,0.7687569260597229,0,1,0,222,Successful
"""The Final [[Comedown]]"" [[wants]] to ""say something"" about racism and inner-city violence; [[unfortunately]], the [[message]] is invalidated by the nonsensical [[script]], the [[amateurish]] production, and the heavy-handed [[polemics]]. How heavy-handed, you ask? To give you just one example, a black doctor comes out of his hiding place, unarmed, with his hands up in the air, ready to surrender to the police: one of the (all-white) cops says ""Don't shoot him, he's a doctor"", to which another cop replies: ""So what? He's still a n****r"", and proceeds to shoot him in cold blood. [[The]] cops are portrayed as ignorant, racist killers, even though at the end there are just as many dead people among them as there are among the black people who staged the riot. And this [[whole]] event was meant somehow to ""sensitize"" the white folks to the [[demeaning]] treatment of the black folks, when in fact something like this can only breed more hate and violence on both sides. [[Pamela]] Jones, as Williams' girlfriend, [[briefly]] lights up the screen with her smile and body, [[particularly]] in a tender sex scene, and elevates the [[rating]] of this movie from 1 to 2 out of [[10]].","""The Final [[Comeown]]"" [[ants]] to ""say something"" about racism and inner-city violence; [[unfortuntaely]], the [[messaoe]] is invalidated by the nonsensical [[csript]], the [[amateursh]] production, and the heavy-handed [[poemics]]. How heavy-handed, you ask? To give you just one example, a black doctor comes out of his hiding place, unarmed, with his hands up in the air, ready to surrender to the police: one of the (all-white) cops says ""Don't shoot him, he's a doctor"", to which another cop replies: ""So what? He's still a n****r"", and proceeds to shoot him in cold blood. [[Te]] cops are portrayed as ignorant, racist killers, even though at the end there are just as many dead people among them as there are among the black people who staged the riot. And this [[whoel]] event was meant somehow to ""sensitize"" the white folks to the [[demaning]] treatment of the black folks, when in fact something like this can only breed more hate and violence on both sides. [[Pamelx]] Jones, as Williams' girlfriend, [[rbiefly]] lights up the screen with her smile and body, [[partiLcularly]] in a tender sex scene, and elevates the [[ratng]] of this movie from 1 to 2 out of [[b0]].",0.0033762454986572266,0.7082544565200806,0,1,0,211,Successful
"I am a big fan of ""Auntie Mame"" with Rosalind Russell. She really was the perfect actress to play that character.<br /><br />I've heard Angela Lansbury was very good on stage in ""Mame"" but it's hard to imagine anyone topping Rosalind Russell.<br /><br />Lucy was such a great comedienne that her comic bits [[salvaged]] her performance in this movie where I think she was miscast Really, they should have dubbed her singing voice - hearing these songs sung at a faster tempo and with strong voices really changes the whole effect. <br /><br />I just saw the stage revival in Washington D.C. and I think Christine Baranski was very good as Mame, Harriet Harris - the nasty chain smoking agent on Frasier - played Vera and she was particularly good.<br /><br />Both would be good casting for a TV movie of this show. Maybe if that production makes it to Broadway they'll consider filming it.<br /><br />Also I think Tracy Ullman would be good as Agnes.","I am a big fan of ""Auntie Mame"" with Rosalind Russell. She really was the perfect actress to play that character.<br /><br />I've heard Angela Lansbury was very good on stage in ""Mame"" but it's hard to imagine anyone topping Rosalind Russell.<br /><br />Lucy was such a great comedienne that her comic bits [[salJvaged]] her performance in this movie where I think she was miscast Really, they should have dubbed her singing voice - hearing these songs sung at a faster tempo and with strong voices really changes the whole effect. <br /><br />I just saw the stage revival in Washington D.C. and I think Christine Baranski was very good as Mame, Harriet Harris - the nasty chain smoking agent on Frasier - played Vera and she was particularly good.<br /><br />Both would be good casting for a TV movie of this show. Maybe if that production makes it to Broadway they'll consider filming it.<br /><br />Also I think Tracy Ullman would be good as Agnes.",0.32233989238739014,0.7101804614067078,0,1,0,113,Successful
"Man [[stop]] making sequels to great movies. The [[original]] was a great movie that was over the top with fights,sex,and one of the coolest characters that graced the screen in the 90's. The story is believable as if your been to bars in the outs of the south you would know. [[But]] here comes this [[piece]] of [[junk]] Roadhouse 2 Last Call. Lets just hope they are serious with the title and never make another Roadhouse ever again.It doesn't have the [[charm]] of the characters of the original nor is the story really believable. The Story is more of a Steven Segal type action that even though Roadhouse 2 is a B movie it still doesn't click as some B movie action still sales the movie no matter how cheesy it is. The only reason to rent not buy this movie is that we finally find out the one question is left from the original Roadhouse. Patrick Swayze's character Dalton, is Dalton his first name or last name? Well I'll save you the $4.00 rental fee. Dalton is his first name as in Dalton Tanner. NEVER MAKE ANOTHER ROADHOUSE!!!!!!!!!!!","Man [[stpo]] making sequels to great movies. The [[Loriginal]] was a great movie that was over the top with fights,sex,and one of the coolest characters that graced the screen in the 90's. The story is believable as if your been to bars in the outs of the south you would know. [[Bu]] here comes this [[aiece]] of [[jnuk]] Roadhouse 2 Last Call. Lets just hope they are serious with the title and never make another Roadhouse ever again.It doesn't have the [[chaprm]] of the characters of the original nor is the story really believable. The Story is more of a Steven Segal type action that even though Roadhouse 2 is a B movie it still doesn't click as some B movie action still sales the movie no matter how cheesy it is. The only reason to rent not buy this movie is that we finally find out the one question is left from the original Roadhouse. Patrick Swayze's character Dalton, is Dalton his first name or last name? Well I'll save you the $4.00 rental fee. Dalton is his first name as in Dalton Tanner. NEVER MAKE ANOTHER ROADHOUSE!!!!!!!!!!!",0.0092545747756958,0.7471853494644165,0,1,0,135,Successful
"The Presentation is VERY [[shabby]]. (to my notion) as documentaries often are. Michael Moore's ""documenatry"" - Farenheit 911 is FAR more convincing but has FAR too [[much]] media and political influence. Cant wait till Saturday when I get to see the docudrama ""The Game of their Lives"" . IFC goes right of center. I have started a collection of IFC movies from off the internet due to ""TGOTL"" *** out of ********** on ""Decade"". Wanna see good documentaries? Stick to the History Channel.. Or [[try]] docudrama. You cant go wrong with them my friend. Cant go wrong. The seventies were ten years of reruns. Or so the old times would have you to believe. Disco died and it is gone forever. When Elvis died o yes we all did grieve","The Presentation is VERY [[shabb]]. (to my notion) as documentaries often are. Michael Moore's ""documenatry"" - Farenheit 911 is FAR more convincing but has FAR too [[muhc]] media and political influence. Cant wait till Saturday when I get to see the docudrama ""The Game of their Lives"" . IFC goes right of center. I have started a collection of IFC movies from off the internet due to ""TGOTL"" *** out of ********** on ""Decade"". Wanna see good documentaries? Stick to the History Channel.. Or [[qry]] docudrama. You cant go wrong with them my friend. Cant go wrong. The seventies were ten years of reruns. Or so the old times would have you to believe. Disco died and it is gone forever. When Elvis died o yes we all did grieve",0.011521756649017334,0.6770927906036377,0,1,0,101,Successful
"If you want to enjoy the money you would spend to rent this [[money]], go buy a bag of ice and watch it [[melt]]. [[That's]] more entertaining than this movie. <br /><br />Bill Cowell, [[shame]] on you. <br /><br />Or if you wanna see this movie plot, go in a corn field, bring two of the most [[annoying]] little girls you can find, run around for a couple hours having the girls scream as loud as possible. Then send me the couple bucks you woulda spent.<br /><br />I enjoyed the [[first]] Dark [[Harvest]], after watching the sequel, I'm going to cry myself to [[sleep]].","If you want to enjoy the money you would spend to rent this [[monet]], go buy a bag of ice and watch it [[elt]]. [[ZThat's]] more entertaining than this movie. <br /><br />Bill Cowell, [[hsame]] on you. <br /><br />Or if you wanna see this movie plot, go in a corn field, bring two of the most [[anroying]] little girls you can find, run around for a couple hours having the girls scream as loud as possible. Then send me the couple bucks you woulda spent.<br /><br />I enjoyed the [[fisrt]] Dark [[HaXrvest]], after watching the sequel, I'm going to cry myself to [[seep]].",0.006252288818359375,0.8418468832969666,0,1,0,104,Successful
"No Holds Barred is that movie that when you were nine or ten was the coolest movie this side of arnold [[schwarzenegger]]. [[But]] then when you grow up and watch it you feel embarrassed that you were so gullible to have liked it. You feel [[cheated]], embarrassed, and stupid. If you have a little brother and you show him this and he tells you it's gay, give him a high five and take him to the strip bar for his eleventh birthday.","No Holds Barred is that movie that when you were nine or ten was the coolest movie this side of arnold [[schwarzeneggeDr]]. [[Bdut]] then when you grow up and watch it you feel embarrassed that you were so gullible to have liked it. You feel [[cheted]], embarrassed, and stupid. If you have a little brother and you show him this and he tells you it's gay, give him a high five and take him to the strip bar for his eleventh birthday.",0.2772930860519409,0.6823647618293762,0,1,0,50,Successful
"I have spent the last 5 years in the entertainment business and most recently find myself working for the company that made this movie, which is a REAL pity, because I like these folks, I just can't believe ANYONE could possibly [[make]] anything as bad as this?!!!! This was [[crap]] from every possible angle. From camera work to dialogue to acting to costumes and production design was one of the [[worst]] [[films]] I have ever seen! The actors in this [[film]] looked like they had been taken straight off of a porn that was being shot in the San Fernando Valley and put on a set with an [[even]] [[less]] talented crew.<br /><br />I just can't [[get]] over the fact that I am [[sitting]] on some of the best material I have ever read and contacts within the industry that could help me make my dream a reality and have hit every roadblock possible? [[Yet]] the folks [[behind]] this spectacle of a film have no [[problems]] putting it together and in fact, sleep well after it is released.<br /><br />Life, what a trip!","I have spent the last 5 years in the entertainment business and most recently find myself working for the company that made this movie, which is a REAL pity, because I like these folks, I just can't believe ANYONE could possibly [[Sake]] anything as bad as this?!!!! This was [[rcap]] from every possible angle. From camera work to dialogue to acting to costumes and production design was one of the [[orst]] [[film]] I have ever seen! The actors in this [[iflm]] looked like they had been taken straight off of a porn that was being shot in the San Fernando Valley and put on a set with an [[eve]] [[lless]] talented crew.<br /><br />I just can't [[ge]] over the fact that I am [[itting]] on some of the best material I have ever read and contacts within the industry that could help me make my dream a reality and have hit every roadblock possible? [[Ye]] the folks [[behgind]] this spectacle of a film have no [[problemss]] putting it together and in fact, sleep well after it is released.<br /><br />Life, what a trip!",0.0020973682403564453,0.6861201524734497,0,1,0,256,Successful
"Like the previous commentator on this film, I too found myself in tears at times during this movie. Sometimes one wonders how a film of such awe-inspiring [[awfulness]] comes into existence. From the first moment when our protagonist wakes up in his New York apartment from a dream of subway trains intercut with galloping horses (what Irish emigrant hasn't had that one), its clear we are in trouble. And it doesn't get much better.<br /><br />Whisked back to 1950s Ireland, we enter a world where everybody speaks without intonation, and exclusively on the topic of the Irish Civil War. Schoolchildren go to school to learn about the Civil War. The drinkers in the pub divide themselves according to their Civil War allegiances. Remembrances are carried out for those who died in the Civil War. The town is divided between those who believe we should remember and those who want to forget...the Civil War. Every glance and conversation is [[dripping]] with meaning that traces back to the Civil War.<br /><br />The blurb on the videocover of Broken Harvest suggests that the film is a parable of the troubles in modern Ireland. The only parallel which strikes me is that in present day Dublin conversation is indeed dominated by one topic: house prices. If its intention is to offer some sort of insight into Ireland's obsession with its past, it fails miserably. It is striking how few Irish films have dealt with the Irish civil war and its legacies. However it will take a film of a great deal more subtlety and intelligence than this one to tell us anything about the lasting effects of such a traumatic event on the nation's psyche.<br /><br />For those American viewers who have suggested the film evokes the atmosphere of 1950s Ireland: it doesn't. 1950s Ireland was a horrible, poverty stricken pit of sexual repression and misery from which young people fled in their droves. However there was more than one topic of conversation.","Like the previous commentator on this film, I too found myself in tears at times during this movie. Sometimes one wonders how a film of such awe-inspiring [[aewfulness]] comes into existence. From the first moment when our protagonist wakes up in his New York apartment from a dream of subway trains intercut with galloping horses (what Irish emigrant hasn't had that one), its clear we are in trouble. And it doesn't get much better.<br /><br />Whisked back to 1950s Ireland, we enter a world where everybody speaks without intonation, and exclusively on the topic of the Irish Civil War. Schoolchildren go to school to learn about the Civil War. The drinkers in the pub divide themselves according to their Civil War allegiances. Remembrances are carried out for those who died in the Civil War. The town is divided between those who believe we should remember and those who want to forget...the Civil War. Every glance and conversation is [[Sdripping]] with meaning that traces back to the Civil War.<br /><br />The blurb on the videocover of Broken Harvest suggests that the film is a parable of the troubles in modern Ireland. The only parallel which strikes me is that in present day Dublin conversation is indeed dominated by one topic: house prices. If its intention is to offer some sort of insight into Ireland's obsession with its past, it fails miserably. It is striking how few Irish films have dealt with the Irish civil war and its legacies. However it will take a film of a great deal more subtlety and intelligence than this one to tell us anything about the lasting effects of such a traumatic event on the nation's psyche.<br /><br />For those American viewers who have suggested the film evokes the atmosphere of 1950s Ireland: it doesn't. 1950s Ireland was a horrible, poverty stricken pit of sexual repression and misery from which young people fled in their droves. However there was more than one topic of conversation.",0.11918473243713379,0.9039602279663086,0,1,0,193,Successful
"The producers of this film should be sued for the misrepresentation of copyrighted materials, namely the Advanced Dungeons & Dragons Players' Handbook. Fear and ignorance breed the sort of mindless [[propaganda]] that inspire [[garbage]] like this film. [[If]] any of you have any doubts about the innocence of Dungeons & Dragons, why don't you go to your local hobby store and see about sitting in with a gaming group, so you can see for yourself that D&D is nothing to be afraid of.","The producers of this film should be sued for the misrepresentation of copyrighted materials, namely the Advanced Dungeons & Dragons Players' Handbook. Fear and ignorance breed the sort of mindless [[prppaganda]] that inspire [[garbagB]] like this film. [[I]] any of you have any doubts about the innocence of Dungeons & Dragons, why don't you go to your local hobby store and see about sitting in with a gaming group, so you can see for yourself that D&D is nothing to be afraid of.",0.003755927085876465,0.6811678409576416,0,1,0,62,Successful
"I'm going to talk about this movie from two different perspectives here. First is from the view of if someone sees the movie and never read (and may not ever read) the book. The second is from someone who has.<br /><br />(Movie without book) From a movie standpoint, it was an okay movie. [[Nowhere]] near as [[good]] as either of the Underworlds but much better than UltraViolet. And I'm not just talking plot line either. The visual effects were iffy in many of the parts, though the wolf transformation was very nice. The characters has very little development and Vivian didn't [[even]] seem to truly care that her ""love"" was killing off what was left of her species. Some of the other characters could have had more air-time, like The Five. The plot was way to similar to Underworld for my tastes.<br /><br />(Movie WITH book) As many have stated, other than the title, character names and a few minor parts, the movie and the book are [[nothing]] alike. In the movie, Gabriel was a lot older and was the father of Rafe (thus Astrid was once his mate). In the book, Gab was about 24, never mated with anyone since wolves mate for life (Astrid is trying to win his affection) and Astrid was the mother of Ulf, not Rafe. Another important thing is the location. The book took place in Riverview, Maryland. Also, why they moved from West Virginia is very different. The movie has it being Vivian's fault and her entire family was killed due to it. In the book, the original leader of The Five, named Axel, killed a girl from their school. Hunters tracked down the wolves and killed many of them (Viv's father included), forcing them to move. Also, Viv's mom, Esme was a major character.<br /><br />One thing from the book that would have made the movie better would have been the ""bitch's dance"". For those who don't know, it's the ordeal where all the bitches (females of the pack) fight to see who is the one to be the mate of the new leader (since earlier there was a fight for the males). Vivian won it, trying to save her mother from Astrid (who is a horrid evil woman in the book) and thus was supposed to mate with Gab. There was no prophecy! Anyway, if you've read the book and you liked the book, I highly suggest NOT seeing this film.","I'm going to talk about this movie from two different perspectives here. First is from the view of if someone sees the movie and never read (and may not ever read) the book. The second is from someone who has.<br /><br />(Movie without book) From a movie standpoint, it was an okay movie. [[NXwhere]] near as [[goohd]] as either of the Underworlds but much better than UltraViolet. And I'm not just talking plot line either. The visual effects were iffy in many of the parts, though the wolf transformation was very nice. The characters has very little development and Vivian didn't [[ven]] seem to truly care that her ""love"" was killing off what was left of her species. Some of the other characters could have had more air-time, like The Five. The plot was way to similar to Underworld for my tastes.<br /><br />(Movie WITH book) As many have stated, other than the title, character names and a few minor parts, the movie and the book are [[nothying]] alike. In the movie, Gabriel was a lot older and was the father of Rafe (thus Astrid was once his mate). In the book, Gab was about 24, never mated with anyone since wolves mate for life (Astrid is trying to win his affection) and Astrid was the mother of Ulf, not Rafe. Another important thing is the location. The book took place in Riverview, Maryland. Also, why they moved from West Virginia is very different. The movie has it being Vivian's fault and her entire family was killed due to it. In the book, the original leader of The Five, named Axel, killed a girl from their school. Hunters tracked down the wolves and killed many of them (Viv's father included), forcing them to move. Also, Viv's mom, Esme was a major character.<br /><br />One thing from the book that would have made the movie better would have been the ""bitch's dance"". For those who don't know, it's the ordeal where all the bitches (females of the pack) fight to see who is the one to be the mate of the new leader (since earlier there was a fight for the males). Vivian won it, trying to save her mother from Astrid (who is a horrid evil woman in the book) and thus was supposed to mate with Gab. There was no prophecy! Anyway, if you've read the book and you liked the book, I highly suggest NOT seeing this film.",0.10894405841827393,0.7278785705566406,0,1,0,248,Successful
"I saw this movie because it had a giant person and was labeled as a monster movie. I do not understand why it is called a monster movie. The movie is a [[drama]]. I was expecting a lot of destruction, but what did I get? Most of the movie was relationship problems and people thinking that a woman was a loony because she saw a spaceship crash with a giant inside for an unexplained reason. The action started a few minutes toward the end. Since the woman was killed, isn't that murder? Couldn't they have done anything else besides murder her? If you watch this because you expect it to have action because it is labeled as a monster movie, don't [[watch]] it. It is not a monster movie. It is a drama.","I saw this movie because it had a giant person and was labeled as a monster movie. I do not understand why it is called a monster movie. The movie is a [[rama]]. I was expecting a lot of destruction, but what did I get? Most of the movie was relationship problems and people thinking that a woman was a loony because she saw a spaceship crash with a giant inside for an unexplained reason. The action started a few minutes toward the end. Since the woman was killed, isn't that murder? Couldn't they have done anything else besides murder her? If you watch this because you expect it to have action because it is labeled as a monster movie, don't [[zwatch]] it. It is not a monster movie. It is a drama.",0.049534380435943604,0.6804647445678711,0,1,0,75,Successful
